row	rank	word	irregular	prateritum	perfekt	withSein	english	cefrLevel	source
1366	1367	einbrechen	True	brach ein	eingebrochen	True	break down/break in/break through	B1	UNSET
1367	1368	einspielen	False	UNSET	UNSET	UNSET	install/record	UNSET	UNSET
1368	1369	entkommen	True	entkam	entkommen	True	escape	C1	UNSET
1369	1370	erlöschen	True	erlosch	erloschen	True	become extinct/die out/expire	UNSET	UNSET
1370	1371	erwachsen	True	erwuchs	erwachsen	True	arise	A2	UNSET
1371	1372	rennen	True	rannte	gerannt	True	race/run/sprint	B1	UNSET
1372	1373	schalten	False	UNSET	UNSET	UNSET	switch	B1	UNSET
1373	1374	schöpfen	False	UNSET	UNSET	UNSET	create/draw (water)	UNSET	UNSET
1374	1375	schwingen	True	schwang	geschwungen	False	oscillate/swing	C1	UNSET
1375	1376	staunen	False	UNSET	UNSET	UNSET	be astonished	B2	UNSET
1376	1377	ausleben	False	UNSET	UNSET	UNSET	act out/enjoy life/live out	C1	UNSET
1377	1378	durchhalten	True	hielt durch	durchgehalten	False	hang on/hold out/persevere	B2	UNSET
1378	1379	verlosen	False	UNSET	UNSET	UNSET	raffle	UNSET	UNSET
1379	1380	zurückliegen	True	lag zurück	zurückgelegen	False	date far back/lag behind/trail	UNSET	UNSET
1380	1381	ahnden	False	UNSET	UNSET	UNSET	punish/penalise	UNSET	UNSET
1381	1382	bemängeln	False	UNSET	UNSET	UNSET	criticise/find fault with	UNSET	UNSET
1382	1383	dotieren	False	UNSET	UNSET	UNSET	endow	UNSET	UNSET
1383	1384	nerven	False	UNSET	UNSET	UNSET	annoy/bother/bug	A1	UNSET
1384	1385	preisgeben	True	gab preis	preisgegeben	False	abandon/disclose/reveal	UNSET	UNSET
1385	1386	speisen	False	UNSET	UNSET	UNSET	dine/feed	UNSET	UNSET
1386	1387	strömen	False	UNSET	UNSET	True	stream/surge	UNSET	UNSET
1387	1388	urteilen	False	UNSET	UNSET	UNSET	judge	B2	UNSET
1388	1389	vermögen	True	vermochte	vermocht	False	be able/be capable	UNSET	UNSET
1389	1390	auslassen	True	ließ aus	ausgelassen	False	leave off/leave out/let out	UNSET	UNSET
1390	1391	baden	False	UNSET	UNSET	UNSET	bathe/have a bath/swim	A1	UNSET
1391	1392	befallen	True	befiel	befallen	False	befall/overcome	UNSET	UNSET
1392	1393	biegen	True	bog	gebogen	False	bend/turn	C1	UNSET
1393	1394	ebnen	False	UNSET	UNSET	UNSET	even out/level	UNSET	UNSET
1394	1395	freistellen	False	UNSET	UNSET	UNSET	dismiss/exempt/leave something up to someone	UNSET	UNSET
1395	1396	gelangen	False	UNSET	UNSET	True	attain/reach	B2	UNSET
1396	1397	komplettieren	False	UNSET	UNSET	UNSET	complete	UNSET	UNSET
1397	1398	lehnen	False	UNSET	UNSET	UNSET	lean	UNSET	UNSET
1398	1399	beisteuern	False	UNSET	UNSET	UNSET	contribute	UNSET	UNSET
1399	1400	einblenden	False	UNSET	UNSET	UNSET	fade in/display	UNSET	UNSET
1400	1401	herkommen	True	kam her	hergekommen	True	come/derive/originate	UNSET	UNSET
