batch	bank	source_rows	word	field	severity	category	current	correct	why
nouns_037	nouns	25543	Kunstkurs	cefrLevel	medium	cefr	C1	A1/A2 (approximately)	“Art class/course” is elementary school and leisure vocabulary, not C1.
nouns_037	nouns	25549	Erziehungsbuch	english	medium	gloss	education book	parenting/child-rearing book	Erziehung here concerns bringing up children; “education book” misleadingly suggests a book about schooling or pedagogy in general.
nouns_037	nouns	25550	Erziehungsexperte	english	medium	gloss	education expert	parenting/child-rearing expert	The gloss blurs Erziehung with Bildung/Ausbildung and gives the wrong English specialism.
nouns_037	nouns	25591	Startloch	english	high	gloss	starting block	starting hole (historical athletics); chiefly encountered in the idiom in den Startlöchern stehen	A starting block is a Startblock; a Startloch was a hole dug in the track for a runner's foot before starting blocks came into use.
nouns_037	nouns	25592	Waschbenzin	english	medium	gloss	benzine	cleaning solvent/cleaning spirit; petroleum ether	“Benzine” is obscure and easily confused with benzene; the current gloss is poor practical guidance for a British-English learner.
nouns_037	nouns	25596	Schultag	cefrLevel	medium	cefr	C1	A1/A2 (approximately)	This basic, fully transparent school-life noun is grossly over-levelled at C1.
nouns_037	nouns	25603	Puzzlespiel	cefrLevel	medium	cefr	C1	A2 (approximately)	This elementary leisure/gaming compound is far below C1.
nouns_037	nouns	25610	Kindergärtner	cefrLevel	medium	cefr	C1	A2/B1 (approximately)	This common occupation word is grossly over-levelled at C1.
nouns_037	nouns	25616	Apfelkern	cefrLevel	medium	cefr	C1	A1/A2 (approximately)	This transparent everyday food noun is far below C1.
nouns_037	nouns	25622	Butterkeks	cefrLevel	medium	cefr	C1	A1/A2 (approximately)	This familiar concrete food item is grossly over-levelled at C1.
nouns_037	nouns	25623	Kusine	cefrLevel	medium	cefr	C1	A1/A2 (approximately)	The everyday family word “cousin” is not advanced C1 vocabulary.
nouns_037	nouns	25639	Redemittel	english	medium	gloss	useful phrases	useful expression/phrase; linguistic means (plural Redemittel: useful phrases/expressions)	The German headword is singular, while the English gloss is plural and hides the broader literal sense of a means of expression.
nouns_037	nouns	25644	Ja-	word, plural, english	high	junk	die Ja-; plural Ja-; yes/no question	replace with die Ja-/Nein-Frage; plural Ja-/Nein-Fragen	Ja- is a truncated first component, not a usable noun lemma; the gloss reveals the missing remainder of the compound.
nouns_037	nouns	25653	Erzieherin	english	medium	gloss	kindergarten teacher (f)	early-years educator/childcare worker (f); kindergarten teacher (context-dependent)	An Erzieherin is a trained educator who may work in several childcare and youth settings, not necessarily a kindergarten teacher.
nouns_037	nouns	25654	Artikelbild	english	low	gloss	article picture	image/picture accompanying an article	“Article picture” is an opaque literal compound in English and does not clearly explain the relationship.
nouns_037	nouns	25691	Beisl	english	medium	gloss	pub	pub/small restaurant (Austrian, informal)	The bare gloss presents a regionally Austrian word as the neutral standard-German equivalent of pub.
nouns_037	nouns	25692	Beiz	english	medium	gloss	pub	pub/simple restaurant (Swiss, regional)	The bare gloss omits the word's strong Swiss/regional marking and therefore gives learners a misleading usage model.
nouns_037	nouns	25708	Briefstandard	english	low	gloss	letter standard	standard conventions/format for a letter	“Letter standard” is an unnatural literal gloss and is unclear without the intended letter-writing context.
nouns_037	nouns	25710	Small	word, plural, english	high	junk	der Small; plural Small; small talk	replace with der Small Talk/der Smalltalk; plural normally —	Small on its own is an English adjective and not the German noun meaning “small talk”; this row is truncated corpus material.
nouns_037	nouns	25724	Verletzte	plural	high	plural	Verletzte	Verletzten	This nominalised adjective has the definite plural die Verletzten, which is the form the UI needs.
nouns_037	nouns	25781	Bankkaufmann	english	medium	gloss	banker	bank clerk/banking professional (male); trained bank employee	Bankkaufmann is a specific German vocational occupation, while “banker” is much broader and may imply a different professional role.
nouns_037	nouns	25798	VR-Brille	english	medium	gloss	VR glasses	VR headset	“VR headset” is the established English term; “VR glasses” suggests ordinary spectacle-like eyewear.
nouns_037	nouns	25801	Dings	english	medium	gloss	thing	thingummy/thingamajig; thing (colloquial placeholder when the name is unknown or forgotten)	Dings is marked colloquial placeholder language, not the neutral general translation of Ding.
nouns_037	nouns	25816	Beste	english	low	gloss	best	the best (thing)	The current adjective-like gloss does not show that das Beste is a nominalised superlative noun phrase.
nouns_037	nouns	25818	Nächste	plural	high	plural	Nächste	Nächsten	This nominalised adjective has the definite plural die Nächsten; the stored form currently produces the wrong inflection.
nouns_037	nouns	25825	Artikelwort	english	low	gloss	article word	determiner/article-like word	“Article word” is not a clear established English learner term and does not explain that the category includes words used like articles.
nouns_037	nouns	25838	Redewiedergabe	plural	high	plural	Redewiedergabe	Redewiedergaben	The standard countable plural is Redewiedergaben; repeating the singular teaches the wrong form.
nouns_037	nouns	25851	Prüfende	plural	high	plural	Prüfende	Prüfenden	This nominalised participle has the definite plural die Prüfenden.
nouns_037	nouns	25855	Lernende	plural	high	plural	Lernende	Lernenden	This nominalised participle has the definite plural die Lernenden.
nouns_037	nouns	25858	Repair-Caf	word, plural	high	spelling	Repair-Caf; Repair-Caf	Repair-Café; Repair-Cafés	The final accented e has been truncated from both forms, leaving a nonexistent headword and plural.
nouns_037	nouns	25862	Fanartikel	english	low	gloss	fan merchandise	item of fan merchandise/fan product	The singular German count noun denotes one item, while the mass-noun gloss obscures its number and use.
nouns_037	nouns	25870	Wagenburg	english, cefrLevel	high	cefr	circle of wagons/wagon fort — not A2; A2	circle of wagons/wagon fort; move to B2/C1 (approximately)	The English field contains an editorial audit note, and the note itself correctly signals that this uncommon historical/figurative noun is grossly mislevelled at A2.
nouns_037	nouns	25880	Mausi	plural	high	plural	Mausi	Mausis	The normal plural of this pet name is Mausis; the English field itself even notes that form.
nouns_037	nouns	25887	Arme	plural	high	plural	Arme	Armen	This nominalised adjective has the definite plural die Armen, not die Arme.
nouns_037	nouns	25899	Sofort-Überweisung	word, english	medium	gloss	Sofort-Überweisung; instant bank transfer	Sofortüberweisung/SOFORT Überweisung; SOFORT online bank transfer (for the payment service), or Echtzeitüberweisung = instant bank transfer	The row conflates the SOFORT payment method with a real-time bank transfer and uses a nonstandard generic hyphenated citation form.
nouns_038	nouns	25912	Bezugswort	english	medium	gloss	reference word	antecedent (the word that a pronoun or other expression refers back to)	In the grammatical sense represented here, the established English term is “antecedent”; “reference word” is a literal but nonstandard label that is liable to obscure the concept for learners.
nouns_038	nouns	25914	Tiermalerei	plural	high	plural	Tiermalerei	— for the glossed genre/technique sense; use Tiermalereien only for individual animal paintings	The singular cannot also serve as the plural. The art-form sense “animal painting” is normally uncountable, while the distinct count sense forms its plural regularly in -en.
nouns_038	nouns	25925	Werbesprache	plural	high	plural	—	Werbesprachen	Standard German records and uses the plural Werbesprachen, especially when comparing the advertising language of different periods, media, or markets; presenting the noun as plural-less is too restrictive.
nouns_038	nouns	25932	Solarpanel	plural	high	plural	Solarpaneele	Solarpanels	Solarpanel is the English-derived lemma and takes the plural Solarpanels; Solarpaneele belongs with the alternative singular Solarpaneel.
verbs_001	verbs	50	sorgen	english	medium	gloss	ensure/worry/care	für etwas/jemanden sorgen — ensure/provide for/take care of; sich um etwas/jemanden sorgen — worry about	The meanings use different governed constructions, and “worry” specifically requires the reflexive form.
verbs_001	verbs	57	schaffen	irregular/prateritum/perfekt/english	high	classification	False; schaffte; geschafft; create (irregular: schuf/geschaffen)/manage (regular: schaffte/geschafft)	Split the two paradigms, or restrict this entry to “manage/accomplish” with schaffte/geschafft; “create” requires schuf/geschaffen.	The entry is classified as regular and therefore teaches/tests only the weak paradigm while retaining a gloss whose ordinary paradigm is strong.
verbs_001	verbs	59	vorstellen	english	medium	gloss	introduce/imagine	jemanden vorstellen — introduce someone; sich (jemanden/etwas) vorstellen — introduce oneself/imagine	“Imagine” requires a reflexive pronoun, and the two common senses have materially different valency.
verbs_001	verbs	87	ziehen	withSein/english	high	aux	False; pull/move	haben for transitive “pull”; sein for intransitive movement/relocation (“move to Berlin”); split or label the senses.	The combined gloss spans two common senses with different Perfekt auxiliaries.
verbs_001	verbs	116	leisten	english	medium	gloss	accomplish/afford	etwas leisten — accomplish/achieve; sich etwas leisten — afford something	“Afford” requires the dative reflexive construction, unlike the first sense.
verbs_001	verbs	132	ergeben	english	medium	gloss	result/yield	etwas ergibt etwas — yield/equal; sich aus etwas ergeben — result/follow from	The ordinary intransitive “result” sense is reflexive and governed by aus, which the gloss hides.
verbs_001	verbs	138	beteiligen	english	medium	gloss	participate/involve	sich an etwas beteiligen — participate in; jemanden an etwas beteiligen — involve someone in	“Participate” is reflexive, whereas “involve” is transitive.
verbs_001	verbs	172	treten	withSein/english	high	aux	True; step/kick	sein for directional/intransitive “step”; haben for transitive “kick”; split or label the senses.	Both auxiliaries are standard but meaning-dependent, so a single `sein` paradigm is false for the explicitly glossed “kick” sense.
verbs_001	verbs	185	beziehen	english	medium	gloss	refer to/obtain	sich auf etwas beziehen — refer to; etwas beziehen — obtain/receive	The first listed sense requires the reflexive construction and fixed preposition.
verbs_001	verbs	196	anmelden	english	medium	gloss	register/sign up	jemanden/etwas anmelden — register someone/something; sich anmelden — register/sign up	The learner-facing gloss merges the transitive and reflexive uses without marking the distinction.
verbs_001	verbs	207	wenden	english	medium	gloss	turn/apply to	etwas wenden — turn something; sich an jemanden/eine Stelle wenden — apply/appeal to/contact	“Apply to” is not a plain transitive sense of wenden; it requires sich an plus accusative.
verbs_001	verbs	213	verpflichten	english	medium	gloss	oblige/commit	jemanden verpflichten — oblige someone; sich verpflichten — commit oneself	The English gloss suppresses the reflexive construction required by its “commit” sense.
verbs_001	verbs	217	erinnern	english	medium	gloss	remember/remind	sich an etwas/jemanden erinnern — remember; jemanden an etwas erinnern — remind someone	The two senses reverse the valency, and “remember” requires the reflexive form.
verbs_001	verbs	227	gefallen	english	medium	gloss	please/like	jemandem gefallen — please/appeal to someone (the person who likes it is dative)	Bare “like” invites the false English-style subject/object mapping, a central beginner error with gefallen.
verbs_001	verbs	239	vornehmen	english	medium	gloss	carry out/intend	etwas vornehmen — carry out; sich etwas vornehmen — intend/resolve to do something	The “intend” sense requires a reflexive dative pronoun.
verbs_001	verbs	244	eingehen	english	medium	gloss	go into/accept	auf etwas eingehen — address/respond to something; auf einen Vorschlag/ein Angebot eingehen — accept a proposal/offer	Eingehen is not a general equivalent of “accept”; that meaning is licensed only in the governed contextual construction.
verbs_001	verbs	355	aktivieren	cefrLevel	low	cefr	C1	B1 (at most B2)	This transparent, common general/technical verb is far below C1 and would be withheld from learners for too long.
verbs_001	verbs	405	konzentrieren	english	medium	gloss	concentrate/focus	sich auf etwas konzentrieren — concentrate/focus on something; etwas konzentrieren — concentrate something	The everyday intransitive sense represented by the gloss is reflexive.
verbs_001	verbs	423	stoßen	withSein/english	high	aux	False; push/bump into	haben for transitive “push”; sein for intransitive “bump/collide with”; split or label the senses.	The gloss explicitly combines two common senses whose Perfekt auxiliaries differ.
verbs_001	verbs	429	verabschieden	english	medium	gloss	say goodbye/pass (a law)	sich (von jemandem) verabschieden — say goodbye; ein Gesetz verabschieden — pass a law	“Say goodbye” requires the reflexive construction, whereas the legislative sense is transitive.
verbs_001	verbs	430	binden	cefrLevel	low	cefr	C1	B1	The basic literal sense “tie/bind” is common learner vocabulary and is grossly overlevelled at C1.
verbs_001	verbs	433	merken	english	medium	gloss	notice/remember	etwas merken — notice; sich etwas merken — remember/memorise	The “remember” sense requires a dative reflexive pronoun.
verbs_001	verbs	440	hängen	irregular/prateritum/perfekt/english	high	verbform	True; hing; gehangen; hang	Mark this as intransitive/state “hang” with hing/gehangen, and separately teach transitive “hang something” as hängte/gehängt.	German has a strong intransitive and a weak transitive paradigm; the undifferentiated English gloss makes the stored forms falsely appear universal.
verbs_001	verbs	457	verschaffen	english	medium	gloss	provide/obtain	jemandem etwas verschaffen — provide/get something for someone; sich etwas verschaffen — obtain something	“Obtain” normally uses the dative reflexive construction.
verbs_001	verbs	465	ausbilden	cefrLevel	low	cefr	C1	B1 (at most B2)	The everyday vocational meaning “train” is well below C1, making this a gross overlevel.
verbs_001	verbs	517	formulieren	cefrLevel	low	cefr	A1	B1	Productive use of “formulate/word” is materially beyond beginner A1 vocabulary.
verbs_001	verbs	538	unterhalten	english	medium	gloss	entertain/maintain/chat	jemanden unterhalten — entertain; etwas unterhalten — maintain; sich mit jemandem unterhalten — chat/talk with someone	“Chat” is reflexive and has different valency from the other two listed senses.
verbs_001	verbs	540	erweisen	english	medium	gloss	prove/show	sich als etwas erweisen — prove/turn out to be; jemandem etwas erweisen — show/render someone something	The common “prove/turn out” sense is reflexive, while the non-reflexive construction has a different meaning and valency.
verbs_001	verbs	554	begeben	word/english	medium	gloss	begeben; go/proceed	sich begeben — go/proceed (formal)	This motion sense is obligatorily reflexive; presenting bare begeben as its citation form gives learners an unusable model.
verbs_001	verbs	577	auftauchen	cefrLevel	low	cefr	C1	B1	The everyday senses “appear/turn up/emerge” are common well before C1.
verbs_001	verbs	588	qualifizieren	english	medium	gloss	qualify	sich für etwas qualifizieren — qualify for; jemanden qualifizieren — qualify/train someone	The ordinary intransitive English sense is reflexive in German.
verbs_001	verbs	590	spezialisieren	word/english	medium	gloss	spezialisieren; specialise	sich auf etwas spezialisieren — specialise in something	The normal learner sense requires the reflexive form and governed auf construction.
verbs_001	verbs	597	anhören	english	medium	gloss	listen to/sound	sich etwas anhören — listen to something; sich anhören — sound	Both listed everyday senses require reflexive pronouns (dative for “listen to”, accusative for “sound”).
verbs_001	verbs	608	ausweisen	english	medium	gloss	identify/deport	sich ausweisen — identify oneself/show ID; jemanden ausweisen — deport someone; optionally add “show/designate as” only with its complement.	Bare “identify” overgeneralises a reflexive or complement-dependent sense and misleadingly pairs it with the transitive deport sense.
verbs_001	verbs	610	vermuten	cefrLevel	low	cefr	A1	B1 (at least A2)	Productive “suspect/assume” is substantially above the concrete beginner vocabulary expected at A1.
verbs_001	verbs	628	ansiedeln	english	medium	gloss	settle	jemanden/etwas ansiedeln — settle/establish someone or something; sich ansiedeln — settle/become established	The common intransitive English sense requires the reflexive form.
verbs_001	verbs	636	variieren	cefrLevel	low	cefr	A1	B2 (at least B1)	“Vary” is abstract productive vocabulary and is grossly underlevelled as A1.
verbs_001	verbs	653	auszahlen	english	medium	gloss	pay out/be worth it	etwas auszahlen — pay something out; sich auszahlen — pay off/be worth it	The second listed sense is reflexive, unlike the first.
verbs_001	verbs	659	kontaktieren	cefrLevel	low	cefr	C1	B1	The common transparent verb “contact” is grossly overlevelled at C1.
verbs_001	verbs	666	herausstellen	english	medium	gloss	turn out/emphasise	sich herausstellen — turn out; etwas herausstellen — emphasise/highlight	The two glossed senses differ in reflexivity.
verbs_001	verbs	687	beeindrucken	cefrLevel	low	cefr	C1	B1 (at most B2)	“Impress” is common general vocabulary and is materially overlevelled at C1.
verbs_001	verbs	689	zusammensetzen	english	medium	gloss	assemble/be composed of	etwas zusammensetzen — assemble; sich aus etwas zusammensetzen — be composed/consist of	The stative “be composed of” sense requires the reflexive construction and aus.
verbs_001	verbs	696	einziehen	withSein/english	high	aux	True; move in/collect	sein for intransitive “move in”; haben for transitive “collect” (for example taxes); split or label the senses.	The combined gloss explicitly spans senses with different Perfekt auxiliaries.
verbs_002	verbs	701	anziehen	english	medium	gloss	put on (clothes), get dressed / attract	Mark the intransitive learner sense as `sich anziehen = get dressed`; retain `etwas anziehen = put something on` and `jemanden/etwas anziehen = attract` separately.	German requires the reflexive pronoun for “get dressed”, while the other listed senses are transitive.
verbs_002	verbs	704	bevorzugen	cefrLevel	medium	cefr	C1	B1 or B2	This is a common core verb for expressing preferences and C1 substantially delays a useful learner item.
verbs_002	verbs	709	demonstrieren	english	low	gloss	demonstrate	demonstrate / protest, take part in a demonstration	The very common intransitive sense “to protest/demonstrate” is missing.
verbs_002	verbs	711	berufen	english	medium	gloss	appoint/appeal	appoint/call; `sich auf etwas berufen = appeal to/rely on something as authority`	“Appeal” is not a free-standing sense of non-reflexive `berufen`; it needs the reflexive construction and `auf + accusative`.
verbs_002	verbs	718	entspannen	english	medium	gloss	relax	`sich entspannen = relax`; optionally retain transitive `etwas entspannen = ease/relax something` separately.	The everyday learner sense is reflexive, and the bare gloss conceals that required form.
verbs_002	verbs	745	bewähren	english	medium	gloss	prove itself	`sich bewähren = prove oneself/itself, stand the test`	The supplied translation itself signals the obligatorily reflexive construction.
verbs_002	verbs	755	recherchieren	cefrLevel	medium	cefr	A1	B1 or B2	“Research/investigate” and its normal constructions are well beyond a beginner A1 item.
verbs_002	verbs	757	durchlaufen	prateritum, perfekt, withSein, english	high	verbform	lief durch; ist durchgelaufen; go through/pass through	Either teach inseparable `durchlaufen = go through/undergo` as `durchlief`, `hat durchlaufen`, or explicitly restrict the current separable paradigm to physical `durchlaufen = run/pass all the way through`.	The entry conflates two stress/separability patterns and will teach the wrong forms and auxiliary for the common transitive “go through/undergo” sense.
verbs_002	verbs	798	stürzen	withSein, english	high	aux	withSein=True; fall/overthrow	Mark both paradigms: `ist gestürzt = fell` but `hat jemanden/etwas gestürzt = overthrew/toppled`.	The two listed senses select different auxiliaries, so one unqualified `sein` value teaches a false Perfekt for “overthrow”.
verbs_002	verbs	803	wohlfühlen	word, english	high	gloss	wohlfühlen; feel comfortable	`sich wohlfühlen = feel comfortable/well`	The verb is used reflexively in the sense taught.
verbs_002	verbs	815	gönnen	english	medium	gloss	not begrudge/treat oneself to	`jemandem etwas gönnen = not begrudge someone something`; `sich etwas gönnen = treat oneself to something`	The second listed sense requires a reflexive dative pronoun and should not be presented as the same bare construction.
verbs_002	verbs	827	trauen	english	medium	gloss	trust/dare/marry	Distinguish `jemandem trauen = trust someone`, `sich trauen, etwas zu tun = dare`, and `jemanden trauen = officiate at someone's marriage`.	“Dare” is reflexive, while bare transitive `trauen` does not mean the ordinary personal sense “marry someone”.
verbs_002	verbs	829	zurückziehen	english	medium	gloss	withdraw/pull back	Add `sich zurückziehen = withdraw/retreat`; keep transitive `etwas/jemanden zurückziehen = withdraw/pull something/someone back` separately.	The common intransitive learner sense is reflexive, unlike the valid transitive sense.
verbs_002	verbs	834	eintauchen	withSein, english	high	aux	withSein=True; dive in/immerse	Distinguish `ist (in etwas) eingetaucht = dived/entered deeply` from `hat etwas eingetaucht = dipped/immersed something`.	“Immerse” can cue the transitive construction, which takes `haben`, while the stored auxiliary only fits the intransitive motion sense.
verbs_002	verbs	838	anfühlen	word, english	high	gloss	anfühlen; feel	`sich anfühlen = feel/seem to the touch`; optionally distinguish rare/transitive `etwas anfühlen = feel something by touch`.	The normal copular English sense taught here is reflexive in German.
verbs_002	verbs	842	stützen	english	medium	gloss	support/lean on	`etwas/jemanden stützen = support`; `sich auf etwas/jemanden stützen = lean/rely on`	“Lean on” requires the reflexive construction, unlike transitive “support”.
verbs_002	verbs	851	übergehen	prateritum, perfekt, withSein, english	high	verbform	ging über; ist übergegangen; pass/skip over	For `skip/ignore`, use inseparable `überging`, `hat übergangen`; reserve separable `ging über`, `ist übergegangen` for `change/pass over/transition to`.	The stored paradigm belongs to a different stress pattern and sense from “skip over”, producing both wrong forms and the wrong auxiliary for that gloss.
verbs_002	verbs	857	wandeln	english	medium	gloss	change/stroll	Distinguish `sich wandeln = change`, transitive/formal `etwas wandeln = transform`, and literary `wandeln = stroll/walk`.	Ordinary intransitive “change” is reflexive; the current slash gloss hides materially different constructions and registers.
verbs_002	verbs	858	einigen	english	medium	gloss	agree/unite	`sich (mit jemandem) einigen = agree/reach agreement`; `Parteien/Gruppen einigen = unite parties/groups`	The everyday “agree” sense is reflexive, whereas “unite” can be transitive.
verbs_002	verbs	878	auskennen	word, english	high	gloss	auskennen; be familiar with	`sich mit etwas/auf einem Gebiet auskennen = know one's way around, be knowledgeable about`	This verb is used reflexively in the supplied sense and also needs its normal valency made clear.
verbs_002	verbs	892	abheben	withSein, english	high	aux	withSein=False; take off/withdraw	Mark `ist abgehoben = took off` and `hat Geld abgehoben = withdrew money` as separate auxiliary patterns.	The first listed sense uses `sein`, while the stored value causes the app to present `hat abgehoben` for both.
verbs_002	verbs	899	entschließen	word, english	high	gloss	entschließen; decide	`sich entschließen = decide/make up one's mind`	The verb is reflexive in the sense taught.
verbs_002	verbs	908	einlassen	english	medium	gloss	let in/get involved in	`jemanden einlassen = let someone in`; `sich auf etwas/jemanden einlassen = get involved with/agree to engage with`	The second sense requires a reflexive pronoun and `auf + accusative`.
verbs_002	verbs	913	anweisen	english	medium	gloss	instruct/assign	instruct/order/direct; optionally add `Geld anweisen = remit/authorise payment`; use `zuweisen` for the general sense “assign”.	Unqualified “assign” encourages confusion with `zuweisen` and is not a clear core translation of `anweisen`.
verbs_002	verbs	928	erholen	word, english	high	gloss	erholen; recover/relax	`sich erholen = recover/recuperate/relax`	Both supplied learner senses normally require the reflexive pronoun.
verbs_002	verbs	940	umziehen	withSein, english	high	aux	withSein=True; move/change clothes	`ist umgezogen = moved house`; `hat sich umgezogen = changed clothes/got changed`.	The entry merges a `sein` motion sense with a reflexive `haben` sense.
verbs_002	verbs	948	ausbreiten	english	medium	gloss	spread out	Distinguish transitive `etwas ausbreiten = spread something out` from `sich ausbreiten = spread/expand`.	The English gloss can be read transitively or intransitively, but German marks the latter reflexively.
verbs_002	verbs	971	tauchen	withSein, english	high	aux	withSein missing (treated as haben); dive	Mark the contrast, e.g. `ist ins Wasser getaucht = dived into the water` versus activity/transitive uses with `haben` (`hat lange getaucht`, `hat etwas ins Wasser getaucht`).	Generic “dive” includes the very common directed-motion construction with `sein`; the single default `haben` value is unsafe.
verbs_002	verbs	975	wiedergeben	cefrLevel	medium	cefr	A1	B1 or B2 for the listed `reproduce/render` senses	These meanings and the separable irregular paradigm are not realistic A1 material.
verbs_002	verbs	978	erhoffen	word, english	medium	gloss	erhoffen; hope for	`sich etwas erhoffen = hope for/expect something`	The normal construction requires a reflexive dative pronoun.
verbs_002	verbs	990	teilhaben	irregular, prateritum, perfekt	high	classification	irregular=False; forms blank	irregular=True; `hatte teil`; `teilgehabt`; withSein=False	This compound retains the irregular paradigm of `haben`; treating it as regular excludes it from the form drill and would license false regular forms.
verbs_002	verbs	991	verbrennen	withSein, english	high	aux	withSein=False; burn	Distinguish transitive `hat etwas verbrannt = burned something` from intransitive/resultative `ist verbrannt = burned/burned up`.	Generic “burn” covers both auxiliary patterns, so a single unqualified `haben` value teaches a false fact for the intransitive sense.
verbs_002	verbs	995	unterziehen	english	medium	gloss	undergo/subject to	`sich einer Sache unterziehen = undergo something`; `jemanden/etwas einer Sache unterziehen = subject someone/something to something`	“Undergo” is reflexive and takes a dative complement, while “subject to” is transitive.
verbs_002	verbs	1007	verlieben	word, english	high	gloss	verlieben; fall in love	`sich in jemanden verlieben = fall in love with someone`	The supplied sense is obligatorily reflexive and normally takes `in + accusative`.
verbs_002	verbs	1013	aufbrechen	withSein, english	high	aux	withSein=True; break open/set off	`hat etwas aufgebrochen = broke something open`; `ist aufgebrochen = set off/departed`.	The two listed senses select different auxiliaries.
verbs_002	verbs	1043	wundern	english	medium	gloss	surprise/wonder	`jemanden wundern = surprise someone`; `sich über etwas wundern = wonder/be surprised about something`	English “wonder” corresponds to the reflexive construction, not bare `wundern`.
verbs_002	verbs	1050	zusammenschließen	english	medium	gloss	merge/join together	Add the normal intransitive construction `sich zusammenschließen = merge/join forces/form an alliance`; keep a separately labelled transitive technical sense if desired.	Organisations or people “merging/joining together” is normally expressed reflexively.
verbs_002	verbs	1065	abbiegen	withSein, english	high	aux	withSein=True; bend/turn	Distinguish `ist abgebogen = turned off/turned a corner` from transitive technical `hat etwas abgebogen = bent something aside/down`.	The broad gloss combines an intransitive motion sense using `sein` with a transitive sense using `haben`.
verbs_002	verbs	1092	abzeichnen	word, english	high	gloss	abzeichnen; become apparent	`sich abzeichnen = become apparent/emerge`	The supplied intransitive sense is reflexive; bare `abzeichnen` instead has transitive senses such as trace/countersign.
verbs_002	verbs	1097	rollen	withSein, english	high	aux	withSein=True; roll	Distinguish intransitive motion `ist gerollt = rolled` from transitive `hat etwas gerollt = rolled something`.	The undifferentiated English gloss covers both auxiliary patterns.
verbs_002	verbs	1100	beruhigen	english	medium	gloss	calm/calm down	`jemanden beruhigen = calm someone`; `sich beruhigen = calm down`	The phrasal intransitive sense is reflexive.
verbs_002	verbs	1108	abmelden	english	medium	gloss	give notice of/log out	Distinguish transitive `etwas/jemanden abmelden = deregister/cancel` from `sich abmelden = give notice/sign or log out`.	The learner-facing personal and computer senses normally require the reflexive pronoun.
verbs_002	verbs	1114	vertragen	english	medium	gloss	get along with/tolerate	`sich mit jemandem vertragen = get along with someone`; `etwas/jemanden vertragen = tolerate something/someone`	The first gloss is reflexive, unlike the second.
verbs_002	verbs	1118	beklagen	english	medium	gloss	bemoan/complain	`etwas beklagen = bemoan/lament something`; `sich über etwas beklagen = complain about something`	English “complain” normally maps to the reflexive construction.
verbs_002	verbs	1125	erfragen	english	medium	gloss	ask	ascertain/find out by asking; enquire about	`erfragen` is not the ordinary equivalent of “ask” (`fragen`); the current gloss erases its result-oriented meaning.
verbs_002	verbs	1133	verschlechtern	english	medium	gloss	worsen/deteriorate	`etwas verschlechtern = make something worse`; `sich verschlechtern = worsen/deteriorate`	The intransitive meanings in the gloss require the reflexive form.
verbs_002	verbs	1151	rüsten	english	medium	gloss	arm/prepare	`jemanden/etwas rüsten = arm/equip`; `sich für/gegen etwas rüsten = prepare oneself for/against something`	Generic personal “prepare” is reflexive, while “arm/equip” is transitive.
verbs_002	verbs	1152	abkühlen	withSein, english	high	aux	withSein missing (treated as haben); cool	Distinguish intransitive `ist abgekühlt = cooled down` from transitive `hat etwas abgekühlt = cooled something`.	The common intransitive sense uses `sein`, which the current default suppresses.
verbs_002	verbs	1155	heilen	withSein, english	high	aux	withSein missing (treated as haben); cure/heal	Distinguish transitive `hat jemanden/etwas geheilt = cured/healed` from intransitive `ist geheilt = healed`.	The slash gloss combines transitive and intransitive uses with different auxiliary behaviour.
verbs_002	verbs	1186	anschaffen	english	medium	gloss	acquire	Add the common construction `sich etwas anschaffen = acquire/buy something for oneself`; retain transitive institutional `etwas anschaffen = procure/acquire` separately.	For the everyday personal sense, the reflexive dative pronoun is an important part of the learner model.
verbs_002	verbs	1196	jagen	cefrLevel	medium	cefr	C1	B1 or B2	The concrete core meanings “hunt/chase” are common well before C1.
verbs_002	verbs	1204	auslaufen	english	medium	gloss	discontinue/expire/flow out	be discontinued/be phased out; expire/run out; flow/leak out	With the stored intransitive `sein` paradigm, active transitive “discontinue” is the wrong voice and invites an invalid construction.
verbs_002	verbs	1209	zuwenden	english	medium	gloss	devote/donate/turn towards	Distinguish transitive `jemandem etwas zuwenden = donate/allocate` from `sich jemandem/einer Sache zuwenden = turn/devote one's attention to`.	“Turn towards” and the personal “devote” sense normally require a reflexive pronoun.
verbs_002	verbs	1228	beschweren	word, english	high	gloss	beschweren; complain/weight down	`sich (bei jemandem) über etwas beschweren = complain`; `etwas beschweren = weigh something down`	The principal learner sense is reflexive, whereas only the unrelated transitive sense is represented by bare `beschweren`.
verbs_002	verbs	1231	anfahren	withSein, english	high	aux	withSein=True; set off [sein] / run into, knock down, snap at [haben]	Represent both auxiliaries or split the entry: `ist angefahren` for setting off/approaching by vehicle, `hat jemanden angefahren` for hitting or snapping at someone.	The gloss correctly notes the contrast, but the single stored boolean still makes the drill present `sein` for every listed sense.
verbs_002	verbs	1248	ausdenken	word, english	high	gloss	ausdenken; come up with/make up/think up	`sich etwas ausdenken = come up with/invent/think up something`	All supplied senses normally use a reflexive dative pronoun.
verbs_002	verbs	1254	anhaben	irregular, prateritum, perfekt	high	classification	irregular=False; forms blank	irregular=True; `hatte an`; `angehabt`; withSein=False	The compound retains the irregular forms of `haben`; it must not be treated as a regular verb.
