bank	batch	word	field	severity	category	current	correct	why
nouns	nouns_020	Werd	word	low	junk	`das Werd` / Werde / "river island"	`der Werder`	Obsolete variant; the live form is *Werder*. uncertain: yes
nouns	nouns_020	Neunzigerjahre / Sechzigerjahre	word	low	junk	entered as singular lemmas with identical "plural"	mark as plurale tantum	Plural-only nouns given a singular slot.
nouns	nouns_020	Kursbeginn	plural	high	plural	Kursbeginne	—	*Beginn* has no plural — the exact `Beginn→Beginne` defect.
nouns	nouns_020	Verletzungsrisiko	plural	high	plural	Verletzungsrisikos	Verletzungsrisiken	*das Risiko* pluralises *Risiken*, never *Risikos*.
nouns	nouns_020	Schaulustige	plural	high	plural	`der Schaulustige` / Schaulustigen (flag `adjNoun`)	Schaulustige	Adjectival noun given the weak *-en* plural instead of the citation form.
nouns	nouns_020	Drogenabhängige	plural	high	plural	`der Drogenabhängige` / Drogenabhängigen (flag `adjNoun`)	Drogenabhängige	Same adjectival-noun defect.
nouns	nouns_020	Krebsforschung	plural	medium	plural	Krebsforschungen / "Cancer research"	— / "cancer research"	*Forschung* here is a mass noun; gloss also mid-sentence capitalised.
nouns	nouns_020	Obdachlosigkeit	plural	medium	plural	Obdachlosigkeiten	—	Abstract *-keit* noun; no plural exists.
nouns	nouns_020	Angemessenheit	plural	medium	plural	Angemessenheiten	—	Abstract *-keit*, invented plural.
nouns	nouns_020	Endlichkeit	plural	medium	plural	Endlichkeiten	—	Abstract; a plural only exists in specialist mathematics.
nouns	nouns_020	Aktionismus	plural	medium	plural	Aktionismen	—	*-ismus* abstract with no plural in this sense.
nouns	nouns_020	Wahn	plural	medium	plural	Wahne	—	*der Wahn* is uncountable.
nouns	nouns_020	Unterholz	plural	medium	plural	Unterhölzer	—	Mass noun ("undergrowth"); the umlauted plural is invented.
nouns	nouns_020	Vollbeschäftigung	plural	medium	plural	Vollbeschäftigungen	—	Economic abstract, no plural.
nouns	nouns_020	Gegenwartskunst	plural	medium	plural	Gegenwartskünste	—	*Kunst* as a mass noun here; *Künste* means "the arts/skills".
nouns	nouns_020	Chormusik	plural	medium	plural	Chormusiken	—	The known `Musik→Musiken` defect.
nouns	nouns_020	Cholesterin	plural	medium	plural	Cholesterine	—	Substance mass noun.
nouns	nouns_020	Bauchspeicheldrüsenkrebs	plural	medium	plural	Bauchspeicheldrüsenkrebse	—	Disease *Krebs* has no plural; *Krebse* is "crabs".
nouns	nouns_020	Büroalltag	plural	medium	plural	Büroalltage	—	*Alltag* is uncountable.
nouns	nouns_020	Mikrokosmos	plural	low	plural	—	Mikrokosmen	A real plural exists and is used.
nouns	nouns_020	Toilettenpapier	plural	low	plural	Toilettenpapiere / "loo paper/toilet paper"	— / "toilet paper"	Mass noun; colloquial "loo paper" should not lead.
nouns	nouns_020	Immergrün	plural	low	plural	Immergrüne	Immergrün	Duden gives the uninflected plural. uncertain: yes
nouns	nouns_020	Luftaustausch	plural	low	plural	Luftaustausche	—	Process noun, plural barely attested. uncertain: yes
nouns	nouns_020	Blumenkohl	plural	low	plural	Blumenkohle	—	Normally uncountable in German. uncertain: yes
nouns	nouns_020	Streichholz	english	high	gloss	"Congreve match/lighting stick/match"	"match"	B1 everyday word buried behind a 19th-century term and the non-word "lighting stick".
nouns	nouns_020	Umweltzerstörung	english	high	gloss	"ecocide"	"environmental destruction/environmental damage"	B1 transparent compound glossed only with a rare legal-activist term; the plain sense is absent.
nouns	nouns_020	Dehnung	english	high	gloss	"dilatation/dilation/distension"	"stretching/extension" (also vowel lengthening)	Core everyday sense (stretching, as in warm-up) missing entirely; also two spellings of the same word.
nouns	nouns_020	Kotflügel	english	medium	gloss	"fender/mud guard/mud wing"	"wing/mudguard"	US "fender" leads and "mud wing" is not English.
nouns	nouns_020	Rohstoffpreis	english	medium	gloss	"commodity price/price/raw materials"	"commodity price/raw-material price"	Morpheme-mangled — the last two "senses" are fragments of the compound.
nouns	nouns_020	Physiotherapeutin	english	medium	gloss	"therapist"	"physiotherapist (female)"	A1 entry loses the *Physio-* element entirely.
nouns	nouns_020	Nebenfluss	english	medium	gloss	"affluent/tributary"	"tributary"	"affluent" as a noun is archaic and reads as the adjective.
nouns	nouns_020	Resignation	english	medium	gloss	"resignation"	"resignation (despondency)/giving up"	False friend — German *Resignation* never means quitting a job (*Kündigung/Rücktritt*).
nouns	nouns_020	Schwachsinn	english	medium	gloss	"folly/mental deficiency/nonsense"	"nonsense/rubbish"	"mental deficiency" is an offensive obsolete clinical term; the everyday sense is last.
nouns	nouns_020	Waisenhaus	english	medium	gloss	"orphanage/orphanry"	"orphanage"	"orphanry" is not an English word.
nouns	nouns_020	Gießkanne	english	medium	gloss	"ewer/watering can/watering pot"	"watering can"	"ewer" is a jug, a different object, and it leads.
nouns	nouns_020	Druckwerk	english	medium	gloss	"printing unit"	"printed work/publication"	The common sense (a printed publication) is missing; only the press-machine sense given.
nouns	nouns_020	Bücherbus	english	medium	gloss	"bookmobile"	"mobile library"	US-only term with no British form offered.
nouns	nouns_020	Landesdurchschnitt	english	medium	gloss	"national average"	"state average (average for the Land)"	*Land* is a federal state; "national" is *Bundes-*. uncertain: yes
nouns	nouns_020	Hochebene	english	low	gloss	"mesa/plateau/tableland"	"plateau"	A specific American landform leads.
nouns	nouns_020	Lieferschein	english	low	gloss	"bordereau/delivery note/docket"	"delivery note"	Obscure French commercial term first.
nouns	nouns_020	Konfitüre	english	low	gloss	"confiture/jam"	"jam"	"confiture" is not ordinary English and leads.
nouns	nouns_020	Belletristik	english	low	gloss	"belletristic literature/fiction"	"fiction/literary fiction"	"belletristic" is obscure and leads.
nouns	nouns_020	Kämmerer	english	low	gloss	"chamberlain/treasurer"	"treasurer (local authority)"	Historical sense leads; the modern municipal sense is what learners meet.
nouns	nouns_020	Pudding	english	low	gloss	Puddinge / "blancmange/pudding"	Puddings / "blancmange-style dessert, pudding"	"blancmange" leads at B1; *Puddings* is the usual plural.
nouns	nouns_020	Demut	english	low	gloss	"humbleness/humility/lowliness"	"humility"	The natural English word is second.
nouns	nouns_020	Pfütze	english	low	gloss	"pool/puddle"	"puddle"	"pool" misleads.
nouns	nouns_020	Ortung	english	low	gloss	"localisation"	"locating/positioning/detection"	"localisation" in English means adapting for a locale.
nouns	nouns_020	Stellwand	english	low	gloss	"folding screen"	"partition/display panel"	A folding screen is a *Wandschirm/Paravent*. uncertain: yes
nouns	nouns_020	Springer	english	low	gloss	"jumper/knight/spare"	"knight (chess)/stand-in, floater (worker)"	British "jumper" reads as a pullover; "spare" is unclear.
nouns	nouns_020	Nordlicht	english	low	gloss	"northern light"	"northern lights/aurora borealis"	The phenomenon is plural in English.
nouns	nouns_020	Mordserie	english	low	gloss	"murder series"	"series of murders/killing spree"	Literal calque.
nouns	nouns_020	Jahresrückblick	english	low	gloss	"review of the year's event/year in review"	"review of the year's events/year in review"	Typo — singular "event".
nouns	nouns_020	Jalousie	english	low	gloss	"Venetian blinds/jalousie/window blind"	"Venetian blind"	Plural head for a singular lemma; "jalousie" is not current English.
nouns	nouns_020	Kaltmiete	english	low	gloss	"bare rent/base rent/basic rent"	"rent excluding bills/basic rent"	Three near-identical non-idiomatic renderings, none explanatory.
nouns	nouns_020	Länderebene	english	low	gloss	"state level/country level"	"state level (Bundesland level)"	"country level" contradicts the first sense.
nouns	nouns_020	Religionspädagogik	english	low	gloss	"religious pedagogics/religious pedagogy"	"religious education (as a discipline)"	"pedagogics" is not idiomatic and leads.
nouns	nouns_020	Radwanderweg	english	low	gloss	"bicycle trail"	"cycle route/cycle path"	US register; British learners say cycle route.
nouns	nouns_020	Fernwanderweg	english	low	gloss	"distance hiking trail"	"long-distance footpath/long-distance hiking trail"	"long-" dropped, leaving a non-phrase.
nouns	nouns_020	Elternsprechtag	english	low	gloss	"parent-teacher conference day"	"parents' evening/parent-teacher meeting"	US school register.
nouns	nouns_020	Einzelspieler	english	low	gloss	"singleplayer"	"single player/solo player"	Not an English noun as one word.
nouns	nouns_020	Absteiger	english	low	gloss	"demoted man/relegated athlete/relegated team"	"relegated team/relegated player"	"demoted man" is not English usage and leads.
nouns	nouns_020	Bauherrin	english	low	gloss	"client/constructor/owner"	"client, property developer (female)"	"constructor" is the builder, i.e. the opposite party.
nouns	nouns_020	Baugrund	english	low	gloss	"building ground"	"building land/subsoil"	Calque.
nouns	nouns_020	Kormoran	english	low	gloss	"Great Cormorant/cormorant"	"cormorant"	Capitalised species name duplicates the plain word.
nouns	nouns_020	Uhu	english	low	gloss	"eagle-owl/glue"	"eagle owl"	"glue" is the trademark *UHU*, not the common noun.
nouns	nouns_020	Wasserspiegel	english	low	gloss	"water surface"	"water level"	The usual sense is the level, not the surface.
nouns	nouns_020	Selbstmedikation	english	low	gloss	"self medication"	"self-medication"	Missing hyphen.
nouns	nouns_020	Arzttermin	english	low	gloss	"doctor’s appointment" (curly apostrophe U+2019)	"doctor's appointment"	Only entry in the batch using a typographic apostrophe; inconsistent with the rest of the data.
nouns	nouns_020	Influencerin / Lektorin / Projektmanagerin / Finanzministerin / Sopranistin	english	low	gloss	glossed with no "(female)" marker	add "(female)", as `Herausgeberin`, `Kunsthistorikerin`, `Asylbewerberin`, `Zeitzeugin` and `Fußgängerin` do	Inconsistent treatment of feminine agent nouns within the same batch.
nouns	nouns_020	US spelling / US term, grouped	english	low	gloss	`Kinobesucher` "moviegoer"; `Marienkäfer` "ladybug"; `Scheibenwischer` "windshield wiper"; `Frontscheibe` "windshield" first; `Prolog` "prolog"; `Tagesprogramm` "daily program"; `Textverarbeitungsprogramm` "word processing program"; `Verfallsdatum` "expiration date" first; `Erholungsurlaub` "vacation leave"; `Frontalunterricht` "teacher-centered"; `Grauton` "gray tone" first; `Fettstoffwechselstörung` "dyslipidemia"; `Bettler` "panhandler"; `Glätteisen` "flat iron"; `Unkostenbeitrag` "toward"; `Trockenbau` "drywall"; `Reiserücktrittsversicherung` "trip cancellation"	single British form only — filmgoer, ladybird, windscreen wiper, windscreen, prologue, programme, expiry date, annual leave, teacher-centred, grey, dyslipidaemia, beggar, hair straightener, towards, plasterboard/dry-lining, travel cancellation	British-English app; US spellings and US-first ordering throughout.
nouns	nouns_020	Both spellings in one gloss, grouped	english	low	gloss	`Kichererbse` "chick-pea/chickpea"; `Tipi` "teepee/tepee/tipi"; `Vlies` "non-woven fabric/nonwoven"; `Vollpension` "full board/full-board"; `Fladenbrot` "flat bread/flatbread"; `Klavierkonzert` "piano concert/piano concerto"	one form each — chickpea, tepee, non-woven fabric, full board, flatbread, piano concerto	House rule forbids listing two spellings of the same word.
nouns	nouns_021	Handelnde	plural	high	plural	Handelnden	Handelnde	adjNoun citation plural must be the bare form, not the weak `-en` form.
nouns	nouns_021	Jahrgangsbeste	plural	high	plural	Jahrgangsbesten / "top of the class/valedictorian"	Jahrgangsbeste / "top of the year/best in year"	adjNoun weak plural; "valedictorian" is a US-only school role with no British equivalent.
nouns	nouns_021	Jobsuchende	plural	high	plural	Jobsuchenden	Jobsuchende	adjNoun citation plural must be the bare form.
nouns	nouns_021	Mächtige	plural	high	plural	Mächtigen	Mächtige	adjNoun citation plural must be the bare form.
nouns	nouns_021	Schwerverletzte	plural	high	plural	Schwerverletzten	Schwerverletzte	adjNoun citation plural must be the bare form.
nouns	nouns_021	Synodale	plural	high	plural	Synodalen	Synodale	adjNoun citation plural must be the bare form.
nouns	nouns_021	Untote	plural	high	plural	Untoten	Untote	adjNoun citation plural must be the bare form.
nouns	nouns_021	Bundesfreiwillige	plural	high	plural	Bundesfreiwilligen	Bundesfreiwillige	adjNoun citation plural must be the bare form.
nouns	nouns_021	Europaabgeordnete	plural	high	plural	Europaabgeordneten	Europaabgeordnete	adjNoun citation plural must be the bare form.
nouns	nouns_021	Krankenpflegerin	english	high	gloss	caregiver	nurse (female)	An A1 rank-1709 word glossed with a US care-sector term that is not what the word means; "carer" is the British word and neither is "nurse".
nouns	nouns_021	Landsmann	plural	high	plural	Landsmänner	Landsleute	`-mann` compound denoting a class of people takes `-leute`; `Landsmänner` is not standard.
nouns	nouns_021	Kaff	plural	high	plural	Kaffe	Kaffs (rarely Käffer)	Invented plural; "Kaffe" is not a German form at all. (Gloss "hicksville" is also US slang — prefer "dump/backwater".)
nouns	nouns_021	Seide	english	high	gloss	dodder/silk	silk	The botanical parasite sense sorts first and buries the everyday meaning of a B2 word.
nouns	nouns_021	Seeleute	word	high	junk	die Seeleute, plural Seeleute, "sailors/seafarers"	der Seemann, plural Seeleute	Plurale-tantum plural entered as a headword — same defect as `die Feuerwehrleute`/`die Bergleute`.
nouns	nouns_021	MIT	word	high	junk	der MIT — "MIT (Massachusetts Institute of Technology)"	delete	A foreign proper-noun acronym, not a German lexeme; the article is also fabricated.
nouns	nouns_021	Zepter	article	high	article	der Zepter / "scepter/sceptre"	das Zepter / "sceptre"	Standard gender is neuter; the gloss also carries both the US and British spelling.
nouns	nouns_021	Volksmusik	plural	high	plural	Volksmusiken	—	Invented plural on a mass noun (the known `Musik→Musiken` defect).
nouns	nouns_021	Endnote	english	high	gloss	endnote	final grade/final mark	Morpheme-level false friend — `die Endnote` is a school/exam mark; the English "endnote" is *Endnote/Anmerkung* in the bibliographic sense only.
nouns	nouns_021	Behindertenparkplatz	english	high	gloss	disabled parking space/handicapped parking spot/traffic handicapped parking	disabled parking space	"handicapped" is dated and offensive in British usage, and "traffic handicapped parking" is not English at all.
nouns	nouns_021	Wirtschaftsgeschichte	plural	medium	plural	Wirtschaftsgeschichten	—	`Geschichten` is the "stories" plural; the abstract "history" sense has no plural.
nouns	nouns_021	Baugeschichte	plural	medium	plural	Baugeschichten	—	Same "stories"-plural error on an abstract noun.
nouns	nouns_021	Bergbaugeschichte	plural	low	plural	Bergbaugeschichten	—	Same "stories"-plural error.
nouns	nouns_021	Entwicklungsgeschichte	plural	low	plural	Entwicklungsgeschichten	—	Same "stories"-plural error.
nouns	nouns_021	Gulasch	article	medium	article	der Gulasch	das Gulasch	Neuter in standard German; masculine is Austrian regional usage presented as standard.
nouns	nouns_021	Hafer	plural	medium	plural	Hafer / "oat"	— / "oats"	Mass noun with no plural, and English uses the plural "oats" for the grain.
nouns	nouns_021	Hecht	english	medium	gloss	dandy/pike	pike (fish)	The alphabetically-first slang sense buries the only meaning a learner needs.
nouns	nouns_021	Hufe	word	medium	junk	die Hufe — "oxgang"	delete, or gloss "hide (obsolete land measure)"	Obsolete land unit glossed with an equally obsolete English term; easily confused with `der Huf` (hoof).
nouns	nouns_021	Jahresfrist	english	medium	gloss	annual deadline/one-year period	period of one year	"annual deadline" (recurring yearly cut-off) is not what `Jahresfrist` means.
nouns	nouns_021	Klugheit	english	medium	gloss	prudence	cleverness/intelligence/prudence	Core everyday sense missing; plural `Klugheiten` is also all but non-existent.
nouns	nouns_021	Kreditzins	english	medium	gloss	credit interest	loan interest/borrowing rate	"credit interest" reads as interest *earned*, the opposite of what a borrower pays.
nouns	nouns_021	Lamelle	english	medium	gloss	fin	slat/louvre/lamella (mushroom: gill)	"fin" is simply wrong for every normal use of the word.
nouns	nouns_021	Lebenshaltung	english	medium	gloss	standard of living / Lebenshaltungen	cost of living/living expenses / —	"standard of living" is *Lebensstandard*; the plural is invented.
nouns	nouns_021	Magister	english	medium	gloss	magister	master's degree (holder)	Untranslated Latin — no English content for the learner.
nouns	nouns_021	Näherin	english	medium	gloss	seamstress/sewer	seamstress	"sewer" is a homograph of the drain and unusable as a gloss.
nouns	nouns_021	Off	english	medium	gloss	the off (in 'aus dem Off')	off-screen/off-camera (voice-over)	Gives an example frame instead of a translation.
nouns	nouns_021	Pantomime	english	medium	gloss	mime/pantomime	mime (art of mime)	British "pantomime" means the Christmas theatre genre — a false friend that must not appear in an A1 entry. Note also `der Pantomime` = the performer vs `die Pantomime` = the art form.
nouns	nouns_021	Radsport	plural	medium	plural	Radsporte	—	Invented plural on a mass/activity noun.
nouns	nouns_021	Saisonbeginn	plural	medium	plural	Saisonbeginne	—	The known `Beginn→Beginne` invented-plural defect.
nouns	nouns_021	Schnittlauch	plural	medium	plural	Schnittlauche	—	Mass noun (herb); no plural exists.
nouns	nouns_021	Weltmusik	plural	medium	plural	Weltmusiken	—	Invented plural on a mass noun.
nouns	nouns_021	Soli	english	medium	gloss	solidarity surcharge (slang)/solos	solidarity surcharge (colloquial)	"solos" is the plural of `das Solo`, a different lexeme leaking into this entry.
nouns	nouns_021	Songtext	english	medium	gloss	lyrics/songtext	lyrics/song lyrics	"songtext" is not an English word — the German lemma leaking into the gloss.
nouns	nouns_021	Verkehrssicherungspflicht	english	medium	gloss	traffic safety obligation/duty to maintain safety	duty to maintain safe premises (occupier's duty of care)	Morpheme-mangled — `Verkehr` here means public access to a property, not road traffic.
nouns	nouns_021	Verschreibung	english	medium	gloss	prescription/wrong writing	prescription/slip of the pen	"wrong writing" is not English.
nouns	nouns_021	Zeitangabe	english	medium	gloss	time declaration	time reference/statement of the time	Word-by-word calque; misleading for an A1 entry.
nouns	nouns_021	Analphabetismus	english	medium	gloss	analphabetism/illiteracy	illiteracy	"analphabetism" is a non-word in English and sorts first.
nouns	nouns_021	Backstage	word	medium	junk	die Backstage, plural Backstages — "backstage"	delete	Not a German noun (adverbial loan); the feminine article and plural are both fabricated.
nouns	nouns_021	Dolmetsch	word	medium	junk	der Dolmetsch — "interpreter"	der Dolmetscher	Archaic/Austrian variant duplicating the live lemma — same class as `der Kursus`.
nouns	nouns_021	Unterhemd	english	medium	gloss	undershirt	vest	US-only term; "vest" is the British word (and means something else in US English).
nouns	nouns_021	Schienenfahrzeug	english	medium	gloss	rolling stock	rail vehicle	"rolling stock" is a mass/collective term; the singular lemma needs a singular gloss.
nouns	nouns_021	Weitsicht	english	medium	gloss	far-sightedness/farsightedness/foresight	foresight/vision	The optical sense belongs to `Weitsichtigkeit`; the gloss also lists one spelling twice.
nouns	nouns_021	American spellings	english	low	gloss	Nachrichtensendung "news program"; Arbeitsminister "labor minister/minister of labor"; Arbeitsministerin "minister of labor"; Blutvergiftung "septicemia"; Durchfallerkrankung "diarrheal illness"; Fäkalie "faeces/feces"; Kurzsichtigkeit "near-sightedness"; Hyäne "hyaena/hyena"; Brennwert "caloric value"; Obduktion "post mortem/postmortem"; Aufgebot "lineup"	programme, labour, septicaemia, diarrhoeal, faeces, short-sightedness, hyena, calorific, post-mortem, line-up	British-English app; one form only, and `Arbeitsministerin` even mixes "labour" and "labor" in a single entry.
nouns	nouns_021	US terms ordered first / US-only terms	english	low	gloss	Strandpromenade "boardwalk/promenade"; Krippenplatz "daycare place/nursery place"; Aubergine "aubergine/eggplant"; Wattestäbchen "cotton bud/cotton swab"; Eisenbahnlinie "railroad line"; Werkfeuerwehr "plant fire department"; Zusteller "deliveryman/letter carrier"; Kartellrecht "antitrust law"; Fahrgemeinschaft "carpool"; Ehevertrag "premarital agreement/prenup"; Gymnasiallehrer "high school teacher"; Raser "speeder"	promenade; nursery place; aubergine; cotton bud; railway line; works fire brigade; postman/delivery driver; competition law; car share; marriage contract; grammar-school teacher; speeding driver	Either the US variant leads the gloss or it is the only form given.
nouns	nouns_021	Kodierung / Codierung	word	low	junk	both `die Kodierung` (13564) and `die Codierung` (14100) present; `der Kode` (13563) alongside the usual `Code`	keep the `C-` spellings only	Duplicate headwords for one lexeme; the `K-` spellings are the rarer variant.
nouns	nouns_021	Kunststoffverarbeitung	plural	low	plural	Kunststoffverarbeitungen	—	Process noun; plural not used.
nouns	nouns_021	Invented plurals on mass/abstract nouns	plural	low	plural	Heiterkeiten, Laktoseintoleranzen, Mayonnaisen, Migrationspolitiken, Militärdienste, Modernitäten, Mundgerüche, Musikindustrien, Platzmängel, Röntgenstrahlungen, Rückenmuskulaturen, Schiffsverkehre, Schilfe, Schulpolitiken, Sportlichkeiten, Stressbewältigungen, Strombedarfe, Tragkräfte, Volllasten, Vortriebe, Zeitdauern, Liebesleben, Bundesrechte, Außenwirtschaften, Babynahrungen, Elektriken, Deflationen	— in every case	Abstract/mass nouns given regular plurals they do not have.
nouns	nouns_021	Brokkoli	plural	low	plural	Brokkoli	—	Mass noun; a plural form is not used.
nouns	nouns_021	Ballast	plural	low	plural	Ballaste	—	Duden lists a rare plural, but for a learner deck `—` is the honest value.
nouns	nouns_021	Isländer	english	low	gloss	Icelander/icelandic horse	Icelander/Icelandic horse	Lower-case proper adjective.
nouns	nouns_021	Konzession	english	low	gloss	admission/concession/licence	licence/concession	"admission" is an alphabetical artefact and misleads.
nouns	nouns_021	Konzertbesucher	english	low	gloss	concert patron	concertgoer	"patron" suggests a sponsor.
nouns	nouns_021	Kopfsteinpflaster	english	low	gloss	cobblestone pavement	cobbles/cobbled paving	In British English "pavement" is the footpath, so the gloss reads wrongly.
nouns	nouns_021	Listenpreis	english	low	gloss	catalogue price/scheduled price	list price	The standard English term is absent.
nouns	nouns_021	Quellensteuer	english	low	gloss	PAYE/pay as you earn/withholding tax	withholding tax	PAYE is the British payroll system (`Lohnsteuer`), not withholding tax at source.
nouns	nouns_021	Mangold	english	low	gloss	Swiss chard/chard/mangold	chard/Swiss chard	English "mangold" is a fodder beet — a different plant.
nouns	nouns_021	Zärtlichkeit	english	low	gloss	caresses/solicitousness/tenderness	tenderness/affection	The plural-only sense leads and "solicitousness" is off-register.
nouns	nouns_021	Blöße	english	low	gloss	clearing/nudity/target	bareness/nakedness (idiom: sich eine Blöße geben — to show a weakness)	Forestry sense sorts first; the common idiomatic sense is missing.
nouns	nouns_021	Luftblase	english	low	gloss	air pocket/bleb/bubble	air bubble	"bleb" is obscure medical jargon sitting ahead of the plain sense.
nouns	nouns_021	Aktivkohle	english	low	gloss	activated carbon/activated coal	activated charcoal/activated carbon	"activated coal" is not English.
nouns	nouns_021	Augenring	english	low	gloss	dark circle/eye-circle	dark circle (under the eye)	"eye-circle" is a non-word.
nouns	nouns_021	Albatros	english	low	gloss	albatross/double-eagle	albatross	"double eagle" is the US golf term for the same score; irrelevant to the bird.
nouns	nouns_021	Werwolf	english	low	gloss	Werwolf/werewolf	werewolf	The German lemma leaks into the gloss.
nouns	nouns_021	Whistleblower / Tretboot / Seepferdchen / Ziegenkäse	english	low	gloss	"whistle blower/whistle-blower/whistleblower"; "paddle boat/paddle-boat/paddleboat"; "sea horse/seahorse"; "goat cheese/goat's cheese"	one form each — whistleblower; pedalo/pedal boat; seahorse; goat's cheese	Same word repeated in two or three spellings inside one gloss.
nouns	nouns_021	Viereck	english	low	gloss	quadrangle/quadrilateral/square	quadrilateral/four-sided figure	"square" is `Quadrat` and will be misremembered.
nouns	nouns_021	Tischtennis	english	low	gloss	ping-pong/table tennis	table tennis	The colloquial form leads the neutral one.
nouns	nouns_021	Tropfsteinhöhle	english	low	gloss	dripstone cave	stalactite cave/limestone cave	Calque; "dripstone" is not current British usage.
nouns	nouns_021	Steig	english	low	gloss	climb/pass/steep path	steep path/trail	"climb"/"pass" are not what the noun denotes.
nouns	nouns_021	Schneiderin	english	low	gloss	tailor/tailoress	dressmaker/seamstress	"tailoress" is archaic.
nouns	nouns_021	Pflegemittel	english	low	gloss	care products	care product	Singular lemma glossed as a plural.
nouns	nouns_021	Bischöfin / Ermittlerin	english	low	gloss	"bishop"; "investigator"	"bishop (female)"; "investigator (female)"	Other `-in` entries in this batch mark the feminine; these two do not.
nouns	nouns_021	Bellen / Eislaufen	word	low	junk	das Bellen "barking"; das Eislaufen "skating"	drop `das Bellen`; gloss `Eislaufen` as "ice skating"	Nominalised infinitives as headwords; "skating" alone loses the ice.
nouns	nouns_021	Lenz	english	low	gloss	spring	spring (poetic)	Register not marked — a learner will use it for the ordinary season.
nouns	nouns_021	Zeitlang	word	low	junk	die Zeitlang — "while/period of time"	drop; it only occurs in `eine Zeit lang`/`eine Zeitlang`	Not an independent headword.
nouns	nouns_021	Mekka / Ritalin	word	low	junk	das Mekka "Mecca"; das Ritalin "Ritalin"	drop, or gloss Mekka only in the figurative "mecca for…" sense	Place name and drug brand name.
nouns	nouns_021	Studi	article	low	article	die Studi	der Studi (die Studi only for a female student)	The colloquial clipping is normally masculine as the default citation form.
nouns	nouns_021	Paintball	article	low	article	der Paintball	das Paintball	Sport names taken from English are normally neuter (`das Fußball` pattern aside, cf. `das Bowling`).
nouns	nouns_021	Pogrom	article	low	article	der Pogrom	das Pogrom (also der)	Neuter is the primary Duden gender.
nouns	nouns_021	Atlas	english	low	gloss	"atlas; satin"	"atlas/satin", with plural Atlanten (atlas) vs Atlasse (satin)	Uses a semicolon where every other entry uses `/`, and the two senses have different plurals.
nouns	nouns_021	Täufer	english	low	gloss	baptist	Anabaptist; (Johannes der Täufer) John the Baptist	Lower-case "baptist" reads as the denomination member, which is `Baptist`.
nouns	nouns_021	Abenteuerlust	english	low	gloss	adventuresomeness/love of adventure	thirst for adventure/love of adventure	"adventuresomeness" is vanishingly rare in British English.
nouns	nouns_021	Urenkel	english	low	gloss	great-grandson	great-grandchild/great-grandson	The generic sense is the commoner one.
nouns	nouns_022	Fünfjährige	plural	high	plural	der Fünfjährige / Fünfjährigen	Fünfjährige	`adjNoun` citation plural is the bare strong form, not the weak `-en`.
nouns	nouns_022	Hausangestellte	plural	high	plural	der Hausangestellte / Hausangestellten	Hausangestellte	same adjectival-noun plural defect.
nouns	nouns_022	Heimatvertriebene	plural	high	plural	der Heimatvertriebene / Heimatvertriebenen	Heimatvertriebene	same adjectival-noun plural defect.
nouns	nouns_022	Herrschende	plural	high	plural	der Herrschende / Herrschenden	Herrschende	same adjectival-noun plural defect.
nouns	nouns_022	Kriegstote	plural	high	plural	der Kriegstote / Kriegstoten	Kriegstote	same adjectival-noun plural defect.
nouns	nouns_022	Schwerkranke	plural	high	plural	der Schwerkranke / Schwerkranken	Schwerkranke	same adjectival-noun plural defect.
nouns	nouns_022	Sechste	plural	high	plural	der Sechste / Sechsten "sixth"	Sechste — and the lemma itself is a bare ordinal, marginal as a dictionary headword	weak plural; an ordinal nominalisation is corpus noise rather than vocabulary.
nouns	nouns_022	Siebenjährige	plural	high	plural	der Siebenjährige / Siebenjährigen	Siebenjährige	same adjectival-noun plural defect.
nouns	nouns_022	Streikende	plural	high	plural	der Streikende / Streikenden	Streikende	same adjectival-noun plural defect.
nouns	nouns_022	Verwundete	plural	high	plural	der Verwundete / Verwundeten	Verwundete	same adjectival-noun plural defect.
nouns	nouns_022	Frauenbeauftragte / Hilfsbedürftige	flags	low	plural	no `adjNoun` flag, though both are adjectival nouns (plurals happen to be right)	tag both `adjNoun`	inconsistent tagging; the app will decline them as ordinary nouns.
nouns	nouns_022	Röteln	article	high	article	das Röteln	die Röteln	plurale tantum — there is no singular *das Röteln*; classic "plurale-tantum given a singular article".
nouns	nouns_022	Outback	article	medium	article	der Outback / Outbacks	das Outback / — (proper-noun region, no plural)	loanword gender wrong; the Australian Outback is not countable.
nouns	nouns_022	Standby	article	medium	article	der Standby / Standbys	das Stand-by / das Standby	loanword gender wrong (Duden: *das*).
nouns	nouns_022	Milchbauer	plural	high	plural	Milchbauer	Milchbauern	*Bauer* takes the weak plural *-n*; identical singular/plural is wrong.
nouns	nouns_022	Aberglaube	plural	medium	plural	Aberglauben	—	mass noun; *Aberglauben* is the oblique/variant singular, not a plural.
nouns	nouns_022	Kork	plural	medium	plural	Korke, gloss "cork/plug/stopper"	— (material sense); the stopper is *der Korken*, plural *Korken*	plural and gloss borrowed from a different lexeme (*Korken*).
nouns	nouns_022	Lieblingsmusik	plural	medium	plural	Lieblingsmusiken	—	invented plural on a mass noun (same family as the known `Musik→Musiken` defect).
nouns	nouns_022	Schrifttum	plural	medium	plural	Schrifttümer	—	collective/mass noun; *Schrifttümer* is not used.
